Open,Close,Weekday
BTC-USD,BTC-USD,
8336.90234375,8321.005859375,2
8204.6748046875,8047.52685546875,5
7997.80712890625,8222.078125,2
8076.228515625,7514.671875,5
9241.70703125,9551.71484375,2
9422.462890625,9205.7265625,5
9324.787109375,9235.3544921875,2
9340.8642578125,9360.8798828125,5
8812.4892578125,9055.5263671875,2
8812.033203125,8808.2626953125,5
8549.470703125,8577.9755859375,2
8203.61328125,8027.26806640625,5
7398.6337890625,7047.9169921875,2
7220.880859375,7531.66357421875,5
7571.6162109375,7424.29248046875,2
7320.125,7252.03466796875,5
7551.3388671875,7564.34521484375,2
7277.19775390625,7217.42724609375,5
7124.23974609375,7152.3017578125,2
6647.6982421875,7276.802734375,5
7191.1884765625,7511.5888671875,2
7325.755859375,7275.15576171875,5
7317.6474609375,7422.65283203125,2
7194.89208984375,7200.17431640625,5
7410.45166015625,7411.3173828125,2
8161.935546875,8079.86279296875,5
8033.26171875,8192.494140625,2
8825.34375,8807.0107421875,5
8941.4453125,8706.2451171875,2
8744.2109375,8680.8759765625,5
8364.41015625,8596.830078125,2
9357.470703125,9316.6298828125,5
9389.8203125,9344.365234375,2
9183.416015625,9613.423828125,5
9863.89453125,10116.673828125,2
10202.3876953125,10326.0546875,5
9889.1796875,9934.43359375,2
10143.798828125,9633.38671875,5
9663.318359375,9924.515625,2
9338.2900390625,8820.5224609375,5
8599.7587890625,8562.4541015625,2
8788.5419921875,8755.24609375,5
8908.2060546875,8108.1162109375,2
7910.08984375,7911.43017578125,5
5201.06689453125,5392.31494140625,2
5227.11376953125,5238.4384765625,5
6185.55810546875,5830.2548828125,2
6738.716796875,6681.06298828125,5
6245.62451171875,5922.04296875,2
6437.3193359375,6606.7763671875,5
6862.53759765625,6791.12939453125,2
7179.283203125,7334.0986328125,5
6858.06787109375,6971.091796875,2
6845.5615234375,6642.10986328125,5
7260.92236328125,7189.4248046875,2
6879.4404296875,7117.20751953125,5
7570.13916015625,7679.8671875,2
7806.71240234375,8801.0380859375,5
8983.6142578125,8897.46875,2
9007.44140625,9268.76171875,5
9591.1689453125,8756.4306640625,2
8805.3876953125,9269.9873046875,5
9374.9296875,9670.7392578125,2
9725.3291015625,9522.9814453125,5
9212.283203125,8790.3681640625,2
8837.380859375,9181.017578125,5
9700.10546875,9461.05859375,2
9533.7607421875,9656.7177734375,5
9653.0029296875,9758.8525390625,2
9794.119140625,9870.0947265625,5
9477.5537109375,9386.7880859375,2
9533.7841796875,9480.2548828125,5
9330.9267578125,9303.6298828125,2
9632.1494140625,9313.6103515625,5
9048.4609375,9143.58203125,2
9145.9853515625,9228.3251953125,5
9126.0908203125,9073.9423828125,2
9253.0205078125,9428.3330078125,5
9241.0546875,9276.5,2
9241.8974609375,9192.8369140625,5
9158.005859375,9185.8173828125,2
9375.080078125,9525.36328125,5
9680.234375,9905.1669921875,2
10912.953125,11100.4677734375,5
11758.7646484375,11053.6142578125,2
11203.8232421875,11747.0224609375,5
11737.3251953125,11675.7392578125,2
11404.5966796875,11584.9345703125,5
11866.685546875,11892.8037109375,2
11990.884765625,11758.283203125,5
11679.6962890625,11664.84765625,2
11366.89453125,11488.36328125,5
11508.7138671875,11711.505859375,2
11964.8232421875,11414.0341796875,5
10167.216796875,10280.3515625,2
10134.1513671875,10242.34765625,5
10452.3994140625,10323.755859375,2
10797.76171875,10974.9052734375,5
11095.8701171875,10938.271484375,2
10535.4921875,10246.1865234375,5
10746.892578125,10775.26953125,2
10843.87109375,10784.4912109375,5
10550.4404296875,10669.5830078125,2
10603.35546875,10668.96875,5
11296.08203125,11384.181640625,2
11429.0478515625,11429.5068359375,5
11355.982421875,11483.359375,2
11913.0771484375,12823.689453125,5
13108.0634765625,13031.173828125,2
13654.21484375,13271.28515625,5
13780.9951171875,13737.109375,2
13950.48828125,14133.70703125,5
14833.75390625,15479.5673828125,2
15290.9091796875,15701.33984375,5
16068.1396484375,15955.587890625,2
17645.19140625,17804.005859375,5
18642.232421875,18370.001953125,2
19104.41015625,18732.12109375,5
17719.634765625,18177.484375,2
18801.744140625,19201.091796875,5
19154.1796875,19345.12109375,2
18320.884765625,18553.916015625,5
18806.765625,19142.3828125,2
19418.818359375,21310.59765625,5
23861.765625,23477.294921875,2
23781.974609375,23241.345703125,5
26439.373046875,26272.294921875,2
27360.08984375,28840.953125,5
32129.408203125,32782.0234375,2
34013.61328125,36824.36328125,5
40254.21875,38356.44140625,2
33915.12109375,37316.359375,5
36163.6484375,35791.27734375,2
36050.11328125,35547.75,5
32064.376953125,32289.37890625,2
32564.029296875,30432.546875,5
34270.87890625,33114.359375,2
35510.8203125,37472.08984375,5
39250.19140625,38903.44140625,2
46469.76171875,44918.18359375,5
47114.5078125,48717.2890625,2
49207.27734375,52149.0078125,5
56068.56640625,57539.9453125,2
48835.0859375,49705.33203125,5
46194.015625,45137.76953125,2
48415.81640625,50538.2421875,5
48918.6796875,51206.69140625,2
54824.01171875,56008.55078125,5
61221.1328125,59302.31640625,2
56825.828125,58870.89453125,5
58309.9140625,57523.421875,2
54710.48828125,52774.265625,5
55974.94140625,55950.74609375,2
58930.27734375,58918.83203125,5
57604.83984375,58758.5546875,2
58186.5078125,56048.9375,5
59846.23046875,60204.96484375,2
63523.75390625,63109.6953125,5
60701.88671875,56216.18359375,2
56471.12890625,53906.08984375,5
50052.83203125,49004.25390625,2
55036.63671875,54824.703125,5
57825.86328125,56631.078125,2
53252.1640625,57424.0078125,5
58877.390625,58232.31640625,2
56714.53125,49150.53515625,5
46716.63671875,46456.05859375,2
42944.9765625,37002.44140625,5
37531.44921875,34770.58203125,2
38392.625,39294.19921875,5
34607.40625,35678.12890625,2
36699.921875,37575.1796875,5
35538.609375,35862.37890625,2
33416.9765625,37345.12109375,5
35555.7890625,39097.859375,2
40168.69140625,38347.0625,5
35563.140625,35698.296875,2
32515.71484375,33723.02734375,5
32287.5234375,34649.64453125,2
35908.38671875,35040.8359375,5
34665.56640625,35287.78125,2
34225.6796875,33855.328125,5
33509.078125,34240.1875,2
32723.845703125,32822.34765625,5
31533.884765625,31796.810546875,2
29796.28515625,32110.693359375,5
34290.29296875,35350.1875,2
39503.1875,39995.90625,5
41460.84375,39974.89453125,2
38213.33203125,39747.50390625,5
44574.4375,43798.1171875,2
45599.703125,45593.63671875,5
47096.66796875,47047.00390625,2
44686.75,44801.1875,5
48869.10546875,49321.65234375,2
47727.2578125,48960.7890625,5
48911.25,48829.83203125,2
47099.7734375,48847.02734375,5
49937.859375,51753.41015625,2
46827.76171875,46091.390625,5
45206.62890625,46063.26953125,2
47098.0,48176.34765625,5
48268.85546875,47260.21875,2
40677.953125,43574.5078125,5
42721.62890625,43208.5390625,2
41064.984375,41564.36328125,5
47680.02734375,48199.953125,2
51486.6640625,55361.44921875,5
54952.8203125,54771.578125,2
56038.2578125,57401.09765625,5
60887.65234375,61553.6171875,2
64284.5859375,65992.8359375,5
61368.34375,60930.8359375,2
60352.0,58482.38671875,5
61850.48828125,61318.95703125,2
63254.3359375,62970.046875,5
61554.921875,63326.98828125,2
66953.3359375,64995.23046875,5
64455.37109375,65466.83984375,2
60139.62109375,60368.01171875,5
59730.5078125,58730.4765625,2
57565.8515625,56280.42578125,5
54813.0234375,57248.45703125,2
56907.96484375,57229.828125,5
49201.51953125,49368.84765625,2
50667.6484375,50504.796875,5
49354.85546875,50098.3359375,2
48379.75390625,48896.72265625,5
46853.8671875,46707.015625,2
48937.09765625,48628.51171875,5
50428.69140625,50809.515625,2
47623.87109375,46444.7109375,5
47680.92578125,47345.21875,2
45899.359375,43569.00390625,5
41734.7265625,41911.6015625,2
42742.1796875,43949.1015625,5
43172.0390625,43113.87890625,2
42374.0390625,41744.328125,5
35047.359375,36276.8046875,2
36950.515625,36852.12109375,5
38151.91796875,37917.6015625,2
38743.71484375,36952.984375,5
41441.12109375,42412.43359375,2
44096.703125,44338.796875,5
42236.56640625,42197.515625,2
44578.27734375,43961.859375,5
40118.1015625,38431.37890625,2
38285.28125,37296.5703125,5
39098.69921875,37709.78515625,2
44357.6171875,43924.1171875,5
39404.19921875,38419.984375,2
38742.81640625,41982.92578125,5
38884.7265625,37849.6640625,2
39335.5703125,41143.9296875,5
42191.40625,41247.82421875,2
42364.37890625,42892.95703125,5
44505.35546875,46820.4921875,2
47456.8984375,47062.6640625,5
45859.12890625,46453.56640625,2
45544.35546875,43206.73828125,5
42781.08984375,42207.671875,2
40123.5703125,41166.73046875,5
40417.77734375,39716.953125,2
41501.74609375,41374.37890625,5
39478.375,39469.29296875,2
38120.30078125,39241.12109375,5
37713.265625,38469.09375,2
37748.01171875,39698.37109375,5
35502.94140625,34059.265625,2
31016.18359375,28936.35546875,5
30098.5859375,31305.11328125,2
30424.478515625,28720.271484375,5
29432.47265625,30323.72265625,2
29653.134765625,29562.361328125,5
29019.8671875,29445.95703125,2
31792.5546875,29799.080078125,5
29835.1171875,29906.662109375,2
31151.48046875,30214.35546875,5
28373.513671875,26762.6484375,2
22196.73046875,22572.83984375,5
19010.90234375,20553.271484375,2
20719.4140625,19987.029296875,5
21496.494140625,21027.294921875,2
20281.169921875,20104.0234375,5
19242.095703125,19297.076171875,2
20194.619140625,20548.24609375,5
21591.080078125,20860.44921875,2
19325.97265625,20212.07421875,5
21195.041015625,20779.34375,2
23393.19140625,23231.732421875,5
22465.509765625,22609.1640625,2
21244.169921875,22930.548828125,5
23652.0703125,23336.896484375,2
22981.302734375,22846.5078125,5
22963.505859375,23175.890625,2
23162.8984375,23947.642578125,5
24429.056640625,24319.333984375,2
23881.31640625,23335.998046875,5
21160.392578125,21534.12109375,2
21526.455078125,21395.01953125,5
20041.03515625,19616.814453125,2
19799.58203125,20049.763671875,5
19832.470703125,19986.712890625,2
18837.68359375,19290.32421875,5
21678.54296875,21769.255859375,2
20184.5546875,20241.08984375,5
20127.234375,19419.505859375,2
18891.283203125,18547.400390625,5
18936.310546875,18802.09765625,2
19104.62109375,19426.720703125,5
19311.849609375,19044.107421875,2
20335.900390625,20160.716796875,5
19417.478515625,19446.42578125,2
19052.646484375,19157.4453125,5
19068.9140625,19268.09375,2
19335.02734375,19139.53515625,5
19207.734375,19567.0078125,2
20092.236328125,20770.44140625,5
20817.982421875,20635.603515625,2
20482.958984375,20159.50390625,5
21285.056640625,20926.486328125,2
18543.76171875,15880.7802734375,5
16799.72265625,16353.365234375,2
16884.341796875,16669.439453125,5
16712.919921875,16291.83203125,2
16195.5888671875,16610.70703125,5
16463.8828125,16444.626953125,2
16445.4765625,17168.56640625,5
16908.169921875,17130.486328125,2
17089.505859375,16848.126953125,5
17129.7109375,17104.193359375,2
17782.06640625,17815.650390625,5
16795.609375,16757.9765625,2
16904.52734375,16817.53515625,5
16847.505859375,16841.986328125,2
16716.400390625,16552.572265625,5
16547.9140625,16625.080078125,2
16680.205078125,16863.23828125,5
16954.146484375,17091.14453125,2
17446.359375,17934.896484375,5
20977.484375,20880.798828125,2
21161.05078125,20688.78125,5
22777.986328125,22720.416015625,2
22639.267578125,23117.859375,5
23031.44921875,23774.56640625,2
23137.8359375,23723.76953125,5
23332.248046875,22955.666015625,2
23263.416015625,22939.3984375,5
21870.90234375,21788.203125,2
22220.5859375,24307.841796875,5
24640.02734375,24327.642578125,2
24437.41796875,24188.84375,5
23174.150390625,23561.212890625,2
23150.9296875,23646.55078125,5
22354.14453125,22435.513671875,2
22216.44140625,21718.080078125,5
20628.029296875,22163.94921875,2
24770.92578125,24375.9609375,5
26969.50390625,28038.67578125,2
28158.720703125,27307.4375,5
27495.5234375,27994.330078125,2
27267.03125,28348.44140625,5
28462.845703125,28199.30859375,2
28169.7265625,28177.984375,5
27952.3671875,28333.05078125,2
30231.58203125,30139.052734375,5
30315.9765625,30315.35546875,2
30394.1875,28822.6796875,5
27816.14453125,27591.384765625,2
28300.05859375,28422.701171875,5
29245.515625,29268.806640625,2
28680.494140625,29006.30859375,5
28901.623046875,28454.978515625,2
27654.63671875,27621.755859375,5
26788.974609375,26930.638671875,2
27035.470703125,27398.802734375,5
27118.423828125,26753.826171875,2
27224.603515625,26334.818359375,5
26871.158203125,28085.646484375,2
27700.529296875,27219.658203125,5
27075.123046875,27119.06640625,2
27235.650390625,26345.998046875,5
25854.03125,25940.16796875,2
25920.2578125,25124.67578125,5
26510.45703125,26336.212890625,2
28311.310546875,30027.296875,5
30545.150390625,30480.26171875,2
30696.560546875,30086.24609375,5
30587.26953125,30620.76953125,2
30778.724609375,30514.166015625,5
30291.611328125,30171.234375,2
30622.24609375,30391.646484375,5
30297.47265625,30249.1328125,2
29862.046875,29913.923828125,5
29790.111328125,30084.5390625,2
29225.759765625,29354.97265625,5
29357.09375,29275.30859375,2
29704.146484375,29151.958984375,5
29043.701171875,29041.85546875,2
29766.6953125,29561.494140625,5
29416.59375,29282.9140625,2
29169.07421875,28701.779296875,5
26096.861328125,26189.583984375,2
26040.474609375,26431.640625,5
26008.2421875,26089.693359375,2
27726.083984375,27297.265625,5
25869.47265625,25969.56640625,2
25783.931640625,25753.236328125,5
25895.2109375,25832.2265625,2
25837.5546875,26228.32421875,5
26567.927734375,26534.1875,2
27210.228515625,27132.0078125,5
26579.373046875,26256.826171875,2
26209.498046875,26352.716796875,5
26967.396484375,27983.75,2
27429.07421875,27799.39453125,5
27971.677734375,27935.08984375,2
27392.076171875,26873.3203125,5
26858.01171875,27159.65234375,2
28413.53125,28328.341796875,5
29918.654296875,29993.896484375,2
33916.04296875,34502.8203125,5
34089.37109375,34538.48046875,2
34657.2734375,35437.25390625,5
35090.01171875,35049.35546875,2
35419.4765625,35655.27734375,5
37133.9921875,37054.51953125,2
35548.11328125,37880.58203125,5
36585.765625,37386.546875,2
35756.5546875,37432.33984375,5
37796.828125,37479.12109375,2
37826.10546875,37858.4921875,5
39472.20703125,39978.390625,2
44080.0234375,43746.4453125,5
43728.3828125,43779.69921875,2
41468.46484375,42890.7421875,5
42236.109375,41364.6640625,2
42261.30078125,43652.25,5
43728.3671875,43016.1171875,2
42518.46875,43442.85546875,5
42152.09765625,42265.1875,2
44961.6015625,42848.17578125,5
43998.46484375,43943.09765625,2
46121.5390625,46627.77734375,5
42842.26171875,41796.26953125,2
43132.1015625,42742.65234375,5
41671.48828125,41545.78515625,2
39877.59375,40077.07421875,5
42126.125,42035.59375,2
42946.25,42582.60546875,5
42994.94140625,42583.58203125,2
43090.01953125,44318.22265625,5
47768.96875,48293.91796875,2
49733.4453125,51826.6953125,5
51661.96875,52122.546875,2
52273.53515625,51839.1796875,5
51565.21484375,51733.23828125,2
57071.09765625,62504.7890625,5
62031.578125,63167.37109375,2
63776.05078125,66106.8046875,5
68500.2578125,69019.7890625,2
71482.1171875,73083.5,5
65316.34375,68390.625,2
61930.15625,67913.671875,5
64070.75390625,67234.171875,2
69991.8984375,69455.34375,5
69647.78125,71333.6484375,2
65446.671875,65980.8125,5
68897.109375,69362.5546875,2
69140.2421875,70587.8828125,5
63836.23046875,65738.7265625,2
63831.84765625,61276.69140625,5
64992.81640625,64926.64453125,2
66408.71875,64276.8984375,5
63423.515625,63113.23046875,2
60609.49609375,58254.01171875,5
63892.453125,64031.1328125,2
62332.640625,61187.94140625,5
60793.50390625,61448.39453125,2
61553.98828125,66267.4921875,5
66937.9296875,66278.3671875,2
70135.3203125,69122.3359375,5
69264.2890625,68518.09375,2
68296.3515625,67578.09375,5
67710.2734375,67751.6015625,2
70568.3515625,71082.8203125,5
69297.4921875,69647.9921875,2
67321.375,68241.1875,5
66189.359375,66639.046875,2
65146.66015625,64960.296875,5
64248.96484375,63180.796875,2
61789.67578125,60811.27734375,5
60888.4453125,62678.29296875,2
62034.33203125,60173.921875,5
58239.4296875,55849.109375,2
58033.8828125,57742.49609375,5
59225.25,60787.79296875,2
65091.83203125,64118.79296875,5
67164.9140625,68154.5234375,2
65927.859375,65372.1328125,5
67808.65625,68255.8671875,2
66201.2734375,64619.25,5
60676.09375,58116.9765625,2
56040.6328125,55027.4609375,5
60944.890625,58719.484375,2
60611.05078125,58737.26953125,5
59468.1328125,58483.96484375,2
59014.98828125,61175.19140625,5
64176.3671875,64333.54296875,2
59507.92578125,59027.625,5
58969.80078125,57325.48828125,2
57430.34765625,57971.5390625,5
54147.93359375,54841.56640625,2
57650.2890625,57343.171875,5
60000.7265625,59182.8359375,2
60309.0,61649.6796875,5
63396.8046875,63648.7109375,2
64302.58984375,63143.14453125,5
65888.8984375,65635.3046875,2
60836.32421875,60632.78515625,5
62084.98828125,62818.953125,2
62131.7265625,60582.1015625,5
63192.9453125,62851.375,2
67042.4609375,67612.71875,5
68364.1796875,69001.703125,2
67362.375,66432.1953125,5
67023.4765625,67929.296875,2
72715.3671875,72339.5390625,5
69296.3828125,68741.1171875,2
69358.5,75639.078125,5
76775.546875,80474.1875,2
87929.96875,90584.1640625,5
90558.4609375,89845.8515625,2
92341.890625,94339.4921875,5
97778.09375,98013.8203125,2
91978.140625,95962.53125,5
96461.3359375,97279.7890625,2
95988.53125,98768.53125,5
99921.9140625,101236.015625,2
96656.0625,101173.03125,5
101373.53125,104298.6953125,2
106147.296875,100041.5390625,5
97218.3203125,95104.9375,2
98675.9140625,99299.1953125,5
95174.0546875,93530.2265625,2
93425.1015625,94419.7578125,5
98233.90625,98314.9609375,2
96924.1640625,95043.5234375,5
94565.7265625,94488.4375,2
96534.046875,100504.4921875,5
104411.2890625,101089.609375,2
106136.3828125,103653.0703125,5
104713.2109375,102682.5,2
101317.5234375,103703.2109375,5
100661.5390625,97688.9765625,2
97878.0078125,96615.4453125,5
96481.3125,96500.09375,2
95745.6953125,97885.859375,5
97580.4921875,96175.03125,2
95532.53125,96635.609375,5
96577.8046875,96273.921875,2
88638.890625,84347.0234375,5
86036.2578125,94248.3515625,2
87222.953125,90623.5625,5
86154.3046875,80601.0390625,2
